sub_region_2,iso_3166_2_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,14/06/2020,-15,-23,65,40,3,1
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,14/06/2020,2,-21,139,26,5,1
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,14/06/2020,-24,-13,73,-24,1,1
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,15/06/2020,-21,-15,27,-38,-33,9
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,15/06/2020,-18,-12,35,-22,-25,7
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,15/06/2020,-15,-14,32,-29,-26,7
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,15/06/2020,-17,-11,57,-20,-29,8
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,15/06/2020,-15,-14,46,-29,-26,5
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,15/06/2020,-16,-16,31,-24,-28,8
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,15/06/2020,-8,-13,112,-12,-23,6
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,15/06/2020,-25,-10,,-35,-25,7
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,16/06/2020,-24,-14,2,-40,-33,11
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,16/06/2020,-17,-10,29,-28,-24,7
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,16/06/2020,-16,-18,7,-33,-26,8
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,16/06/2020,-18,-16,29,-21,-27,9
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,16/06/2020,-17,-11,14,-34,-25,7
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,16/06/2020,-13,-14,13,-26,-27,9
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,16/06/2020,-7,-11,112,-15,-23,6
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,16/06/2020,-24,-4,53,-36,-26,8
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,17/06/2020,-25,-14,-5,-41,-33,12
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,17/06/2020,-21,-12,9,-33,-25,9
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,17/06/2020,-15,-13,-6,-36,-25,9
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,17/06/2020,-19,-17,8,-27,-27,9
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,17/06/2020,-15,-10,5,-32,-24,7
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,17/06/2020,-15,-14,2,-33,-26,9
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,17/06/2020,-14,-12,36,-22,-25,8
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,17/06/2020,-25,-7,37,-35,-26,8
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,18/06/2020,-21,-11,7,-38,-33,10
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,18/06/2020,-16,-9,42,-26,-25,7
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,18/06/2020,-9,-11,19,-37,-25,7
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,18/06/2020,-17,-9,33,-23,-27,9
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,18/06/2020,-12,-8,37,-30,-25,5
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,18/06/2020,-17,-17,6,-27,-27,9
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,18/06/2020,-10,-10,69,-17,-24,6
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,18/06/2020,-26,-12,43,-37,-26,9
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,19/06/2020,-18,-9,52,-33,-33,9
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,19/06/2020,-15,-6,49,-17,-25,6
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,19/06/2020,-9,-10,42,-33,-26,7
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,19/06/2020,-17,-13,79,-13,-28,8
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,19/06/2020,-12,-5,59,-22,-26,5
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,19/06/2020,-13,-10,74,-12,-27,8
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,19/06/2020,-4,-6,163,-4,-25,6
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,19/06/2020,-21,-6,86,-29,-26,7
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,20/06/2020,-24,-15,32,-25,-6,0
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,20/06/2020,-21,-12,78,-3,-10,1
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,20/06/2020,-10,-16,24,-21,-5,0
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,20/06/2020,-20,-14,146,-6,-7,1
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,20/06/2020,-15,-9,67,-8,-14,0
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,20/06/2020,-17,-14,91,30,-3,1
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,20/06/2020,8,4,198,39,-3,-1
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,20/06/2020,-23,-7,138,-9,-5,1
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,21/06/2020,-29,-30,27,-24,9,-4
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,21/06/2020,-21,-24,77,1,2,-1
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,21/06/2020,-10,-17,76,-15,9,-2
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,21/06/2020,-18,-29,155,2,5,-2
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,21/06/2020,-12,-22,83,5,-1,-6
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,21/06/2020,-18,-24,70,42,6,-1
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,21/06/2020,26,-4,214,58,5,-3
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,21/06/2020,-15,-12,144,-16,2,-2
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,22/06/2020,-19,-14,38,-36,-35,8
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,22/06/2020,-16,-11,31,-21,-26,5
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,22/06/2020,-12,-13,31,-35,-27,5
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,22/06/2020,-15,-8,72,-16,-31,7
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,22/06/2020,-12,-11,57,-26,-27,4
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,22/06/2020,-14,-16,48,-21,-28,7
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,22/06/2020,-2,-6,158,-5,-25,4
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,22/06/2020,-23,-10,,-33,-28,6
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,23/06/2020,-16,-9,52,-33,-34,7
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,23/06/2020,-15,-10,42,-23,-25,5
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,23/06/2020,-11,-14,33,-33,-26,6
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,23/06/2020,-14,-15,77,-17,-28,6
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,23/06/2020,-9,-8,59,-25,-26,4
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,23/06/2020,-10,-13,44,-20,-27,7
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,23/06/2020,2,-5,181,-2,-24,4
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,23/06/2020,-20,-1,,-29,-25,6
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,24/06/2020,-16,-17,61,-43,-44,10
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,24/06/2020,-10,-5,59,-23,-25,5
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,24/06/2020,-6,-10,19,-37,-25,6
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,24/06/2020,-14,-15,81,-22,-26,7
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,24/06/2020,-5,-5,57,-19,-24,4
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,24/06/2020,-10,-14,63,-18,-25,7
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,24/06/2020,-2,-5,162,-3,-21,4
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,24/06/2020,-19,-5,,-31,-23,6
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,25/06/2020,-20,-10,28,-34,-32,8
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,25/06/2020,-14,-6,44,-22,-24,5
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,25/06/2020,-9,-11,27,-30,-24,6
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,25/06/2020,-15,-7,55,-16,-26,7
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,25/06/2020,-10,-6,56,-23,-24,4
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,25/06/2020,-12,-11,39,-22,-26,7
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,25/06/2020,-1,-3,104,-4,-23,5
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,25/06/2020,-18,-6,,-28,-24,6
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,26/06/2020,-22,-10,36,-33,-33,8
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,26/06/2020,-15,-7,42,-18,-25,5
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,26/06/2020,-9,-10,33,-31,-26,6
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,26/06/2020,-19,-14,59,-17,-28,7
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,26/06/2020,-12,-5,58,-22,-27,4
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,26/06/2020,-15,-10,60,-15,-28,7
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,26/06/2020,-5,-7,127,-8,-24,6
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,26/06/2020,-22,-4,79,-28,-25,7
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,27/06/2020,-29,-18,-2,-31,-9,1
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,27/06/2020,-22,-13,71,-1,-10,0
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,27/06/2020,-14,-17,13,-20,-8,1
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,27/06/2020,-20,-18,97,-7,-7,2
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,27/06/2020,-18,-10,49,-12,-17,1
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,27/06/2020,-18,-14,77,25,-6,1
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,27/06/2020,4,1,146,23,-4,0
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,27/06/2020,-23,-7,103,-4,-9,1
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,28/06/2020,-28,-26,18,-23,13,-4
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,28/06/2020,-19,-23,84,6,4,-2
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,28/06/2020,-13,-18,51,-15,6,-3
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,28/06/2020,-19,-31,131,-5,10,-2
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,28/06/2020,-12,-22,80,3,-2,-6
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,28/06/2020,-18,-25,57,33,7,-2
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,28/06/2020,18,-7,169,39,9,-2
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,28/06/2020,-22,-11,123,-13,3,-2
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,29/06/2020,-17,-11,35,-34,-32,6
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,29/06/2020,-13,-8,33,-19,-24,5
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,29/06/2020,-10,-10,34,-29,-25,5
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,29/06/2020,-14,-6,69,-13,-29,6
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,29/06/2020,-11,-9,67,-27,-25,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,29/06/2020,-10,-13,48,-20,-28,7
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,29/06/2020,5,-2,167,0,-26,4
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,29/06/2020,-21,-6,,-31,-28,6
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,30/06/2020,-15,-9,43,-33,-31,7
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,30/06/2020,-12,-7,40,-24,-23,4
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,30/06/2020,-8,-11,31,-31,-22,5
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,30/06/2020,-12,-14,51,-17,-25,6
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,30/06/2020,-7,-6,54,-25,-24,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,30/06/2020,-8,-12,34,-20,-25,6
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,30/06/2020,1,-6,185,0,-21,3
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,30/06/2020,-17,2,,-34,-24,6
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,01/07/2020,-18,-9,12,-36,-30,8
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,01/07/2020,-10,-3,35,-26,-22,4
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,01/07/2020,-7,-12,9,-35,-23,5
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,01/07/2020,-14,-13,36,-22,-25,7
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,01/07/2020,-7,-5,30,-25,-24,4
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,01/07/2020,-10,-11,18,-23,-24,6
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,01/07/2020,-8,-6,77,-14,-22,5
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,01/07/2020,-19,-6,,-34,-23,6
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,02/07/2020,-16,-10,26,-32,-31,7
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,02/07/2020,-13,-8,38,-21,-23,4
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,02/07/2020,-7,-10,12,-30,-23,5
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,02/07/2020,-13,-8,55,-20,-26,6
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,02/07/2020,-7,-6,55,-24,-25,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,02/07/2020,-11,-11,26,-21,-25,6
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,02/07/2020,-1,-5,113,-1,-21,4
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,02/07/2020,-19,-8,,-29,-24,6
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,03/07/2020,-26,-14,-2,-37,-32,9
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,03/07/2020,-19,-9,15,-23,-24,7
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,03/07/2020,-18,-16,-9,-34,-27,8
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,03/07/2020,-17,-13,30,-19,-27,8
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,03/07/2020,-19,-12,18,-27,-26,6
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,03/07/2020,-20,-16,15,-20,-27,8
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,03/07/2020,-2,-1,144,-9,-22,5
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,03/07/2020,-25,-11,39,-35,-25,7
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,04/07/2020,-23,-14,25,-24,-6,-2
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,04/07/2020,-18,-11,73,-7,-9,0
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,04/07/2020,-8,-14,14,-17,-8,-1
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,04/07/2020,-15,-15,126,-2,-7,0
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,04/07/2020,-11,-6,79,-6,-16,-2
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,04/07/2020,-15,-14,97,36,-4,0
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,04/07/2020,15,6,234,42,-1,-2
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,04/07/2020,-18,-4,148,-13,-7,0
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,05/07/2020,-29,-26,16,-24,9,-6
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,05/07/2020,-19,-23,96,-2,1,-3
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,05/07/2020,-12,-17,37,-14,7,-4
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,05/07/2020,-16,-27,133,-3,4,-3
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,05/07/2020,-11,-19,84,4,-2,-7
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,05/07/2020,-17,-23,62,40,3,-3
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,05/07/2020,31,2,239,53,8,-5
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,05/07/2020,-17,-8,163,-15,3,-3
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,06/07/2020,-17,-12,33,-34,-32,5
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,06/07/2020,-13,-8,27,-20,-24,4
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,06/07/2020,-9,-11,20,-27,-26,4
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,06/07/2020,-13,-6,63,-20,-29,5
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,06/07/2020,-10,-9,72,-22,-27,2
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,06/07/2020,-12,-14,45,-19,-27,5
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,06/07/2020,5,1,203,3,-23,3
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,06/07/2020,-19,-6,,-31,-27,5
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,07/07/2020,-14,-9,41,-32,-31,6
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,07/07/2020,-11,-6,41,-24,-23,4
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,07/07/2020,-8,-12,29,-32,-25,4
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,07/07/2020,-9,-12,54,-15,-27,5
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,07/07/2020,-6,-5,61,-23,-25,2
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,07/07/2020,-6,-11,33,-15,-26,6
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,07/07/2020,8,-1,236,1,-22,2
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,07/07/2020,-15,4,,-29,-24,5
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,08/07/2020,-15,-10,45,-34,-29,6
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,08/07/2020,-12,-9,50,-27,-23,3
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,08/07/2020,-9,-16,7,-33,-24,4
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,08/07/2020,-12,-16,62,-19,-24,5
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,08/07/2020,-7,-7,46,-23,-24,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,08/07/2020,-8,-14,57,-19,-24,5
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,08/07/2020,7,-2,217,4,-21,2
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,08/07/2020,-17,-6,,-29,-23,5
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,09/07/2020,-17,-12,38,-32,-30,5
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,09/07/2020,-12,-9,48,-22,-23,3
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,09/07/2020,-7,-13,16,-28,-24,4
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,09/07/2020,-11,-7,64,-16,-25,5
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,09/07/2020,-7,-7,76,-19,-25,2
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,09/07/2020,-9,-12,49,-20,-25,5
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,09/07/2020,7,1,179,8,-22,2
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,09/07/2020,-18,-7,,-31,-24,5
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,10/07/2020,-22,-13,22,-34,-31,6
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,10/07/2020,-14,-9,43,-17,-24,3
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,10/07/2020,-10,-12,23,-28,-25,4
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,10/07/2020,-17,-14,54,-13,-27,7
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,10/07/2020,-11,-7,52,-18,-26,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,10/07/2020,-13,-10,51,-14,-27,5
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,10/07/2020,0,-3,166,-3,-23,5
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,10/07/2020,-19,-8,74,-31,-25,5
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,11/07/2020,-26,-17,14,-27,-5,-1
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,11/07/2020,-19,-11,78,-10,-10,0
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,11/07/2020,-11,-17,15,-14,-6,-1
